t[s], q0[rad], dq_cur0[rad/s], q_ref0[rad], dq_ref0[rad/s], ddq_ref0[rad/s^2], q_ref_pre0[rad], q_ref_final0[rad], tau_ref0[Nm], tau_ref_wo_ene_fb0[Nm], tau_cur0[Nm], q1[rad], dq_cur1[rad/s], q_ref1[rad], dq_ref1[rad/s], ddq_ref1[rad/s^2], q_ref_pre1[rad], q_ref_final1[rad], tau_ref1[Nm], tau_ref_wo_ene_fb1[Nm], tau_cur1[Nm], q2[rad], dq_cur2[rad/s], q_ref2[rad], dq_ref2[rad/s], ddq_ref2[rad/s^2], q_ref_pre2[rad], q_ref_final2[rad], tau_ref2[Nm], tau_ref_wo_ene_fb2[Nm], tau_cur2[Nm], l_cur_motor0[m], dl_cur_motor0[m/s], l_cur_joint0[m], dl_cur_joint0[m/s], l_calib0[m], strain_cur0, loadcell_cur0[uint16], tension_cur0[N], dl_ref0[m/s], tension_ref0[N], tension_ref_filtered0[N], q_motor_cur0[rad], dq_motor_cur0[rad/s], current_cur0[A], motor_torque_ref0[Nm], current_ref0[A], motor_vq0[V], motor_vd0[V], vdd0[V], vin0[V], control_status0, thermo0[C], l_cur_motor1[m], dl_cur_motor1[m/s], l_cur_joint1[m], dl_cur_joint1[m/s], l_calib1[m], strain_cur1, loadcell_cur1[uint16], tension_cur1[N], dl_ref1[m/s], tension_ref1[N], tension_ref_filtered1[N], q_motor_cur1[rad], dq_motor_cur1[rad/s], current_cur1[A], motor_torque_ref1[Nm], current_ref1[A], motor_vq1[V], motor_vd1[V], vdd1[V], vin1[V], control_status1, thermo1[C], l_cur_motor2[m], dl_cur_motor2[m/s], l_cur_joint2[m], dl_cur_joint2[m/s], l_calib2[m], strain_cur2, loadcell_cur2[uint16], tension_cur2[N], dl_ref2[m/s], tension_ref2[N], tension_ref_filtered2[N], q_motor_cur2[rad], dq_motor_cur2[rad/s], current_cur2[A], motor_torque_ref2[Nm], current_ref2[A], motor_vq2[V], motor_vd2[V], vdd2[V], vin2[V], control_status2, thermo2[C], l_cur_motor3[m], dl_cur_motor3[m/s], l_cur_joint3[m], dl_cur_joint3[m/s], l_calib3[m], strain_cur3, loadcell_cur3[uint16], tension_cur3[N], dl_ref3[m/s], tension_ref3[N], tension_ref_filtered3[N], q_motor_cur3[rad], dq_motor_cur3[rad/s], current_cur3[A], motor_torque_ref3[Nm], current_ref3[A], motor_vq3[V], motor_vd3[V], vdd3[V], vin3[V], control_status3, thermo3[C], l_cur_motor4[m], dl_cur_motor4[m/s], l_cur_joint4[m], dl_cur_joint4[m/s], l_calib4[m], strain_cur4, loadcell_cur4[uint16], tension_cur4[N], dl_ref4[m/s], tension_ref4[N], tension_ref_filtered4[N], q_motor_cur4[rad], dq_motor_cur4[rad/s], current_cur4[A], motor_torque_ref4[Nm], current_ref4[A], motor_vq4[V], motor_vd4[V], vdd4[V], vin4[V], control_status4, thermo4[C], l_cur_motor5[m], dl_cur_motor5[m/s], l_cur_joint5[m], dl_cur_joint5[m/s], l_calib5[m], strain_cur5, loadcell_cur5[uint16], tension_cur5[N], dl_ref5[m/s], tension_ref5[N], tension_ref_filtered5[N], q_motor_cur5[rad], dq_motor_cur5[rad/s], current_cur5[A], motor_torque_ref5[Nm], current_ref5[A], motor_vq5[V], motor_vd5[V], vdd5[V], vin5[V], control_status5, thermo5[C], pose_cur_pos_x[m], pose_cur_pos_y[m], pose_cur_pos_z[m], pose_cur_ori_x, pose_cur_ori_y, pose_cur_ori_z, pose_cur_ori_w, roll[rad], pitch[rad], yaw[rad], twist_cur_pos_x[m/s], twist_cur_pos_y[m/s], twist_cur_pos_z[m/s], twist_cur_ang_x[rad/s], twist_cur_ang_y[rad/s], twist_cur_ang_z[rad/s], twist_ref_pos_x[m/s], twist_ref_pos_y[m/s], twist_ref_pos_z[m/s], twist_ref_ang_x[rad/s], twist_ref_ang_y[rad/s], twist_ref_ang_z[rad/s], twist_cur_robot_pos_x[m/s], twist_cur_robot_pos_y[m/s], twist_cur_robot_pos_z[m/s], twist_cur_robot_ang_x[rad/s], twist_cur_robot_ang_y[rad/s], twist_cur_robot_ang_z[rad/s], gravity_x, gravity_y, gravity_z, x_fd_x[m], x_fd_y[m], x_fd_z[m], x_fd_robot_x[m], x_fd_robot_y[m], x_fd_robot_z[m], obs_lin_vel_x, obs_lin_vel_y, obs_lin_vel_z, obs_ang_vel_x, obs_ang_vel_y, obs_ang_vel_z, obs_gravity_x, obs_gravity_y, obs_gravity_z, obs_lin_vel_x_ref, obs_lin_vel_y_ref, obs_ang_vel_z_ref, obs_joint0, obs_joint1, obs_joint2, obs_joint_vel0, obs_joint_vel1, obs_joint_vel2, obs_is_standing, action0, action1, action2, e_slide[J], e_slide_ref[J], contact, stop, is_calibrating_l, jump_count, force_calibrator[N], min_tension[N], kp_flight0[Nm/rad], kp_flight1[Nm/rad], kp_flight2[Nm/rad], kd_flight_pull[Ns/m], kd_flight_loosen[Ns/m], kp_stance0[Nm/rad], kp_stance1[Nm/rad], kp_stance2[Nm/rad], kd_stance_pull[Ns/m], kd_stance_loosen[Ns/m], kd_stop_pull[Ns/m], kd_stop_loosen[Ns/m], kp_rl0[Nm/rad], kp_rl1[Nm/rad], kp_rl2[Nm/rad], kd_rl_pull[Ns/m], kd_rl_loosen[Ns/m], tau_max_flight0[Nm], tau_max_flight1[Nm], tau_max_flight2[Nm], tau_max_stance0[Nm], tau_max_stance1[Nm], tau_max_stance2[Nm], tau_max_rl0[Nm], tau_max_rl1[Nm], tau_max_rl2[Nm], k_slide_energy[s/m2], q_slide_0[m], dq_slide_takeoff_ref[m/s], t_st[s], k_footpos[s], h_ref[m], f_slide_launch[N], constforce_launch_period[s], jump_max, wave_count, 
29.6648, 0.0282827, 0, 0.000119381, 0, 0, 1.55496e-08, 0, -1.40817, 0, 4.63549, -0.00230097, 0, 0, 0, 0, 2.15597e-08, 0, 0.115048, 0, -17.5334, -0.171594, -0.00189351, -0.2, 0, 0, -0.2, 0, -56.8112, 0, -104.068, 0.759091, -0.0043828, 0.774061, -0.00138816, 0.789893, 0.0197216, 156, 89.58, 0, 100.863, 100.863, 48.5965, 0.43828, 10.5514, 1.00863, 10.6011, 0.0335083, 0.00115967, 11.7034, 72.865, 0, 29.9707, 0.763647, 0.00273925, 0.779959, -0.00139847, 0.836604, 0.0213603, 172, 146.48, 0, 104.831, 104.831, 68.0289, -0.273925, 10.6066, 1.04831, 10.4666, 0.0316162, -0.0022583, 11.7729, 72.865, 0, 25.6201, 0.75439, -0, 0.766314, -0.00137376, 0.808509, 0.0158056, 174, 188.4, 0, 96.0052, 96.0052, 63.065, 0, 10.1923, 0.960052, 10.1359, 0.0299988, 0.000854492, 11.759, 72.2485, 0, 25.2576, 1.05578, 0.00739597, 1.06569, 0.00172815, 1.04436, 0.00939273, 107, 69.99, 0, 60, 60, 2.77957, -0.739597, 6.21481, 0.6, 6.22858, 0.0202332, 0.000488281, 11.6895, 72.865, 0, 26.3855, 1.04832, 0.0010957, 1.05961, 0.00172503, 0.992607, 0.0107717, 94, 67.58, 0, 60, 60, 2.96365, -0.10957, 6.04908, 0.6, 6.04658, 0.0202026, 0.000610352, 11.766, 72.9883, 0, 25.4993, 1.06753, -0, 1.07381, 0.00173212, 1.02335, 0.0058876, 112, 88.58, 0, 60, 60, 6.99495, 0, 6.18718, 0.6, 6.07658, 0.0205383, 3.05176e-05, 11.7799, 72.7417, 0, 26.4661, -0.0130419, 0.00729467, 0.00416463, -0.00489665, 0.00594038, -1.72606e-05, 0.99997, -0.0097934, 0.0118809, -3.45216e-05, 0.00200616, -0.000933748, -0.00499114, 0.00263272, -0.00246609, 0.00594422, 0, 0, 0, 0, 0, 0, 0.0020654, -0.000884871, -0.00497586, 0.000389926, -0.00145522, 0.00319589, 0.0118802, 0.00979322, -0.999881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6658, 0.0282827, 0, 0.0064092, 0, 0, 0.000119381, 0, -1.09368, 0, 5.01358, -0.00230097, 0, 0, 0, 0, 0, 0, 0.115048, 0, -17.2289, -0.171596, -0.00189351, -0.2, 0, 0, -0.2, 0, -56.8075, 0, -103.068, 0.759091, -0.000821775, 0.77406, -0.00138816, 0.789893, 0.0197198, 155, 88.4, 0, 100.979, 100.979, 48.5965, 0.0821775, 10.8828, 1.00979, 10.6135, 0.0304871, 0.00180054, 11.7034, 72.865, 0, 29.9707, 0.763647, -0.00273925, 0.779958, -0.00139846, 0.836604, 0.0213585, 172, 146.48, 0, 104.036, 104.036, 68.0289, 0.273925, 10.2751, 1.04036, 10.3859, 0.0316467, -0.00192261, 11.7729, 72.865, 0, 25.6201, 0.75439, -0, 0.766313, -0.00137376, 0.808509, 0.0158038, 174, 188.4, 0, 96.717, 96.717, 63.065, 0, 10.1094, 0.96717, 10.2122, 0.0300598, 0.000610352, 11.759, 72.2485, 0, 25.2576, 1.05578, 0.00903952, 1.0657, 0.00172816, 1.04436, 0.00939436, 106, 68.72, 0, 60, 60, 2.77957, -0.903952, 6.24243, 0.6, 6.22858, 0.0201416, 0.000610352, 11.6895, 72.865, 0, 26.3855, 1.04826, 0.000273925, 1.05962, 0.00172503, 0.992607, 0.0108325, 95, 69, 0, 60, 60, 2.96978, -0.0273925, 6.04908, 0.6, 6.04658, 0.0203552, 0.000579834, 11.766, 72.9883, 0, 25.4993, 1.06753, 0.0010957, 1.07382, 0.00173212, 1.02335, 0.00588922, 112, 88.58, 0, 60, 60, 6.99495, -0.10957, 6.0767, 0.6, 6.07658, 0.0220337, -9.15527e-05, 11.7799, 72.6184, 0, 26.4661, -0.0130419, 0.00729467, 0.00416463, -0.00489665, 0.00594038, -1.72606e-05, 0.99997, -0.0097934, 0.0118809, -3.45216e-05, 0.00200616, -0.000933748, -0.00499114, 0.00263272, -0.00246609, 0.00594422, 0, 0, 0, 0, 0, 0, 0.0020654, -0.000884871, -0.00497586, 0.000389926, -0.00145522, 0.00319589, 0.0118802, 0.00979322, -0.999881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6669, 0.0282827, 0, 0.0130823, 0, 0, 0.0064092, 0, -0.760023, 0, 5.25199, -0.00230097, 0, 0, 0, 0, 0, 0, 0.115048, 0, -17.3681, -0.171598, -0.0018954, -0.2, 0, 0, -0.2, 0, -56.8037, 0, -103.754, 0.759091, 0.0010957, 0.774059, -0.00138954, 0.789893, 0.0197179, 155, 88.4, 0, 101.014, 101.014, 48.5965, -0.10957, 10.4685, 1.01014, 10.6172, 0.032959, 0.00125122, 11.7034, 72.865, 0, 29.9707, 0.763647, 0.00410887, 0.779956, -0.00139986, 0.836604, 0.0213567, 172, 146.48, 0, 103.362, 103.362, 68.0289, -0.410887, 10.5514, 1.03362, 10.3175, 0.0309753, -0.00216675, 11.7729, 72.865, 0, 25.6201, 0.75439, -0, 0.766311, -0.00137513, 0.808509, 0.015802, 176, 191.1, 0, 97.4723, 97.4723, 63.065, 0, 10.0818, 0.974723, 10.2931, 0.0299683, 0.000701904, 11.759, 72.2485, 0, 25.2576, 1.05584, 0.00849167, 1.0657, 0.00172989, 1.04436, 0.00933734, 106, 68.72, 0, 60, 60, 2.77343, -0.849167, 6.27005, 0.6, 6.22858, 0.0198669, 0.000610352, 11.6895, 72.865, 0, 26.3855, 1.04826, -0.000273925, 1.05962, 0.00172676, 0.992607, 0.0108341, 95, 69, 0, 59.9918, 59.9918, 2.96978, 0.0273925, 5.96621, 0.599918, 6.04574, 0.0205688, 0.000396729, 11.766, 72.9883, 0, 25.4993, 1.06753, -0.00136962, 1.07382, 0.00173386, 1.02335, 0.00589084, 113, 89.97, 0, 59.9589, 59.9589, 6.99495, 0.136962, 6.04908, 0.599589, 6.0724, 0.0211487, 9.15527e-05, 11.7799, 72.6184, 0, 26.4661, -0.0130344, 0.00728905, 0.00413637, -0.00488627, 0.00593441, -5.79574e-06, 0.99997, -0.00977264, 0.0118689, -1.15916e-05, 0.000395007, 1.83615e-05, -0.00423957, -0.00084102, 0.00185218, -0.00142589, 0, 0, 0, 0, 0, 0, 0.000445295, 5.97727e-05, -0.0042342, -0.00315765, 0.00305317, -0.00426119, 0.0118684, 0.00977232, -0.999882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6679, 0.0282827, 0, 0.0196977, 0, 0, 0.0130823, 0, -0.429254, 0, 5.25196, -0.00230097, 0, 0, 0, 0, 0, 0, 0.115048, 0, -17.3681, -0.1716, -0.00187662, -0.2, 0, 0, -0.2, 0, -56.7999, 0, -103.753, 0.759091, -0.0021914, 0.774057, -0.00137577, 0.789893, 0.0197161, 155, 88.4, 0, 100.958, 100.958, 48.5965, 0.21914, 10.3856, 1.00958, 10.6113, 0.0330505, 0.00131226, 11.7034, 72.865, 0, 29.9707, 0.763647, -0.00191747, 0.779955, -0.00138598, 0.836604, 0.0213548, 172, 146.48, 0, 102.555, 102.555, 68.0289, 0.191747, 10.2475, 1.02555, 10.2357, 0.0325623, -0.00213623, 11.7729, 72.865, 0, 25.6201, 0.75439, -0, 0.76631, -0.0013615, 0.808509, 0.0158002, 176, 191.1, 0, 98.221, 98.221, 63.065, 0, 10.1923, 0.98221, 10.3734, 0.0301208, 0.000854492, 11.759, 72.2485, 0, 25.2576, 1.05584, 0.00383495, 1.0657, 0.00171274, 1.04436, 0.00933898, 106, 68.72, 0, 60, 60, 2.77343, -0.383495, 6.24243, 0.6, 6.22858, 0.0193787, 0.000976562, 11.6895, 72.7417, 0, 26.3855, 1.04826, 0.00054785, 1.05962, 0.00170964, 0.992607, 0.0108358, 95, 69, 0, 60, 60, 2.96978, -0.054785, 6.18718, 0.6, 6.04658, 0.0200195, 0.000427246, 11.766, 72.9883, 0, 25.4993, 1.06753, 0.00054785, 1.07382, 0.00171667, 1.02335, 0.00589247, 113, 89.97, 0, 60, 60, 6.99495, -0.054785, 5.96621, 0.6, 6.07658, 0.0223999, -9.15527e-05, 11.7799, 72.6184, 0, 26.4661, -0.0130344, 0.00728905, 0.00413637, -0.00488627, 0.00593441, -5.79574e-06, 0.99997, -0.00977264, 0.0118689, -1.15916e-05, 0.000395007, 1.83615e-05, -0.00423957, -0.00084102, 0.00185218, -0.00142589, 0, 0, 0, 0, 0, 0, 0.000445295, 5.97727e-05, -0.0042342, -0.00315765, 0.00305317, -0.00426119, 0.0118684, 0.00977232, -0.999882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6688, 0.0282827, 0, 0.0252495, 0, 0, 0.0196977, 0, -0.15166, 0, 4.57451, -0.0022051, 0.0968421, 0, 0, 0, 0, 0, 0.110255, 0, -17.4116, -0.171602, -0.00191263, -0.2, 0, 0, -0.2, 0, -56.7961, 0, -104.066, 0.759091, 0.000273925, 0.774056, -0.0260523, 0.789893, 0.0197143, 155, 88.4, 0, 101.02, 101.02, 48.5965, -0.0273925, 10.7723, 1.0102, 10.6178, 0.0307312, 0.0015564, 11.7034, 72.865, 0, 29.9707, 0.763647, 0.00191747, 0.779954, 0.0107587, 0.836604, 0.021353, 172, 146.48, 0, 101.99, 101.99, 68.0289, -0.191747, 10.3304, 1.0199, 10.1783, 0.0312195, -0.00213623, 11.7729, 72.865, 0, 25.6201, 0.75439, -0, 0.766309, 0.0111273, 0.808509, 0.0157984, 175, 189.75, 0, 98.8553, 98.8553, 63.065, 0, 10.137, 0.988553, 10.4414, 0.0305481, 0.000396729, 11.759, 72.2485, 0, 25.2576, 1.05584, 0.00684812, 1.0657, 0.0312388, 1.04436, 0.00934062, 106, 68.72, 0, 60, 60, 2.77343, -0.684812, 6.13194, 0.6, 6.22858, 0.0198669, 0.000549316, 11.6895, 72.7417, 0, 26.3855, 1.04826, -0.000273925, 1.05962, -0.0131294, 0.992607, 0.0108374, 94, 67.58, 0, 59.9918, 59.9918, 2.96978, 0.0273925, 5.99383, 0.599918, 6.04574, 0.0207214, 0.000427246, 11.766, 72.9883, 0, 25.4993, 1.06753, 0.000273925, 1.07382, -0.0128555, 1.02335, 0.00589409, 113, 89.97, 0, 60, 60, 6.99495, -0.0273925, 5.99383, 0.6, 6.07658, 0.0209961, -3.05176e-05, 11.7799, 72.6184, 0, 26.4661, -0.0130344, 0.00728905, 0.00413637, -0.00488627, 0.00593441, -5.79574e-06, 0.99997, -0.00977264, 0.0118689, -1.15916e-05, 0.000395007, 1.83615e-05, -0.00423957, -0.00084102, 0.00185218, -0.00142589, 0, 0, 0, 0, 0, 0, 0.000445295, 5.97727e-05, -0.0042342, -0.00315765, 0.00305317, -0.00426119, 0.0118684, 0.00977232, -0.999882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6698, 0.0282827, 0, 0.0318848, 0, 0, 0.0252495, 0, 0.180104, 0, 4.5731, -0.0022051, 0, 0, 0, 0, 0, 0, 0.110255, 0, -17.7966, -0.171606, -0.0037946, -0.2, 0, 0, -0.2, 0, -56.7885, 0, -102.909, 0.759091, 0.000273925, 0.77403, -0.00278174, 0.789893, 0.0196804, 155, 88.4, 0, 101.024, 101.024, 48.5965, -0.0273925, 10.5237, 1.01024, 10.6182, 0.0332336, 0.0010376, 11.7034, 72.4951, 0, 29.9707, 0.763647, -0.00164355, 0.779964, -0.00280256, 0.836604, 0.0213669, 172, 146.48, 0, 101.189, 101.189, 68.0289, 0.164355, 10.2199, 1.01189, 10.0971, 0.0321655, -0.00280762, 11.7729, 72.865, 0, 25.6201, 0.75439, -0.0021914, 0.76632, -0.00275304, 0.808509, 0.0158129, 175, 189.75, 0, 99.5412, 99.5412, 63.065, 0.21914, 10.2751, 0.995412, 10.515, 0.030304, 0.000854492, 11.759, 72.2485, 0, 25.2576, 1.05584, 0.00794382, 1.06573, 0.00346326, 1.04436, 0.00936992, 107, 69.99, 0, 60, 60, 2.77343, -0.794382, 6.24243, 0.6, 6.22858, 0.0200806, 0.000305176, 11.6895, 72.7417, 0, 26.3855, 1.04832, 0.00054785, 1.05961, 0.00345697, 0.992607, 0.0107658, 94, 67.58, 0, 60, 60, 2.96365, -0.054785, 5.77286, 0.6, 6.04658, 0.0209045, 0.000335693, 11.766, 72.865, 0, 25.4993, 1.06753, -0, 1.07381, 0.00347118, 1.02335, 0.00588216, 113, 89.97, 0, 60, 60, 6.99495, 0, 6.10432, 0.6, 6.07658, 0.0206299, -0.00012207, 11.7799, 72.6184, 0, 26.4661, -0.0130344, 0.00728905, 0.00413637, -0.00488627, 0.00593441, -5.79574e-06, 0.99997, -0.00977264, 0.0118689, -1.15916e-05, 0.000395007, 1.83615e-05, -0.00423957, -0.00084102, 0.00185218, -0.00142589, 0, 0, 0, 0, 0, 0, 0.000445295, 5.97727e-05, -0.0042342, -0.00315765, 0.00305317, -0.00426119, 0.0118684, 0.00977232, -0.999882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6708, 0.0282827, 0, 0.037738, 0, 0, 0.0318848, 0, 0.472763, 0, 4.57305, -0.0022051, 0, 0, 0, 0, 0, 0, 0.110255, 0, -17.7965, -0.171608, -0.00189351, -0.2, 0, 0, -0.2, 0, -56.7847, 0, -102.907, 0.759091, -0.00383495, 0.774027, -0.00138808, 0.789893, 0.0196767, 155, 88.4, 0, 100.917, 100.917, 48.5965, 0.383495, 10.5514, 1.00917, 10.6069, 0.0333252, 0.00106812, 11.7034, 72.4951, 0, 29.9707, 0.763647, -0.000273925, 0.779961, -0.00139847, 0.836604, 0.0213633, 172, 146.48, 0, 100.567, 100.567, 68.0289, 0.0273925, 10.3304, 1.00567, 10.0341, 0.0300903, -0.00213623, 11.7729, 72.865, 0, 25.6201, 0.75439, -0.000273925, 0.766317, -0.00137376, 0.808509, 0.0158093, 175, 189.75, 0, 100.261, 100.261, 63.065, 0.0273925, 10.1923, 1.00261, 10.5922, 0.0312195, 0.000671387, 11.759, 72.6184, 0, 25.2576, 1.05584, 0.00958737, 1.06574, 0.00172817, 1.04436, 0.00937319, 107, 69.99, 0, 60, 60, 2.77343, -0.958737, 6.21481, 0.6, 6.22858, 0.0198364, 0.000549316, 11.6895, 72.7417, 0, 26.3855, 1.04826, -0.000273925, 1.05961, 0.00172503, 0.992607, 0.0108283, 94, 67.58, 0, 59.9918, 59.9918, 2.96978, 0.0273925, 6.0767, 0.599918, 6.04574, 0.0201416, 0.000488281, 11.766, 72.865, 0, 25.4993, 1.06753, 0.0010957, 1.07381, 0.00173212, 1.02335, 0.00588541, 113, 89.97, 0, 60, 60, 6.99495, -0.10957, 5.96621, 0.6, 6.07658, 0.0211792, -0.00012207, 11.7799, 72.6184, 0, 26.4661, -0.0130344, 0.00728905, 0.00413637, -0.00488627, 0.00593441, -5.79574e-06, 0.99997, -0.00977264, 0.0118689, -1.15916e-05, 0.000395007, 1.83615e-05, -0.00423957, -0.00084102, 0.00185218, -0.00142589, 0, 0, 0, 0, 0, 0, 0.000445295, 5.97727e-05, -0.0042342, -0.00315765, 0.00305317, -0.00426119, 0.0118684, 0.00977232, -0.999882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
29.6721, 0.0282827, 0, 0.0455855, 0, 0, 0.037738, 0, 0.865137, 0, 4.57302, -0.0022051, 0, 0, 0, 0, 0, 0, 0.110255, 0, -17.7964, -0.17161, -0.00188221, -0.2, 0, 0, -0.2, 0, -56.7809, 0, -102.906, 0.759091, -0.000273925, 0.774026, -0.0013798, 0.789893, 0.0196749, 155, 88.4, 0, 101.036, 101.036, 48.5965, 0.0273925, 10.6618, 1.01036, 10.6196, 0.0318604, 0.00158691, 11.7034, 72.4951, 0, 29.9707, 0.763647, 0.00136962, 0.77996, -0.00139013, 0.836604, 0.0213614, 172, 146.48, 0, 99.686, 99.686, 68.0289, -0.136962, 9.91607, 0.99686, 9.94487, 0.0315247, -0.00219727, 11.7729, 72.865, 0, 25.6201, 0.75439, -0.0010957, 0.766315, -0.00136556, 0.808509, 0.0158075, 175, 189.75, 0, 101.125, 101.125, 63.065, 0.10957, 10.579, 1.01125, 10.685, 0.0306091, 0.000762939, 11.759, 72.6184, 0, 25.2576, 1.05584, 0.00575242, 1.06574, 0.00171786, 1.04436, 0.00937483, 107, 69.99, 0, 60, 60, 2.77343, -0.575242, 6.15956, 0.6, 6.22858, 0.0205994, 0.000427246, 11.6895, 72.7417, 0, 26.3855, 1.04826, 0.00054785, 1.05961, 0.00171474, 0.992607, 0.0108299, 94, 67.58, 0, 60, 60, 2.96978, -0.054785, 6.04908, 0.6, 6.04658, 0.019989, 0.000579834, 11.766, 72.865, 0, 25.4993, 1.06753, -0.00054785, 1.07381, 0.00172179, 1.02335, 0.00588703, 113, 89.97, 0, 59.9836, 59.9836, 6.99495, 0.054785, 6.04908, 0.599836, 6.07491, 0.0223389, -0.000244141, 11.7799, 72.6184, 0, 26.4661, -0.0130324, 0.00727981, 0.00415849, -0.00489963, 0.00594901, -1.24899e-05, 0.99997, -0.00979935, 0.0118981, -2.498e-05, 0.00148765, -0.00136819, 0.000791358, -0.00541883, 0.00702276, 0.00267126, 0, 0, 0, 0, 0, 0, 0.00147824, -0.00137593, 0.000795557, -0.0076278, 0.00809421, 0, 0.0118975, 0.00979911, -0.999881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -0, 60, 50, 50, 2000, 0, 30, 90, 90, 2000, 10, 10, 30, 8, 50, 50, 2000, 0, 30, 10, 10, 100, 20, 20, 1000, 100, 100, 1000, 0.85, -0.2, 1.5, 0.25, 0.15, 0.1, -500, 0.25, 1, 0, 
